selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
295	extirpación	90	149.30	842	1.98	84.24	610.08	41			desconocido
296	hipoparatiroidismo	5	8.29	47	0.11	83.79	33.84	5			desconocido
297	ecocardiografía	12	19.91	113	0.27	83.62	81.18	7			desconocido
298	glúteo	49	81.29	462	1.09	83.51	331.36	6			desconocido
299	farmacocinética	7	11.61	66	0.16	83.51	47.34	5			desconocido
300	azitromicina	9	14.93	85	0.20	83.35	60.83	5			desconocido
301	traqueal	31	51.43	293	0.69	83.28	209.48	10			desconocido
302	microbiana	36	59.72	341	0.80	83.08	243.10	18			desconocido
303	inhalado	29	48.11	275	0.65	82.97	195.76	22			desconocido
304	arritmias	8	13.27	76	0.18	82.80	53.97	6			desconocido
305	quístico	67	111.15	637	1.50	82.73	451.92	23			desconocido
306	botulínico	19	31.52	181	0.43	82.55	128.08	9			desconocido
307	craneofacial	19	31.52	181	0.43	82.55	128.08	10			desconocido
308	respiratorio	870	1443.27	8324	19.59	82.15	5856.68	248			desconocido
309	patogenia	19	31.52	182	0.43	82.04	127.86	17			desconocido
310	pupilar	14	23.22	135	0.32	81.44	94.02	8			desconocido
311	angioplastia	16	26.54	155	0.36	81.02	107.29	9	Q539795		desconocido
312	gammagrafía	10	16.59	97	0.23	80.90	67.03	6			desconocido
313	meningioma	7	11.61	68	0.16	80.77	46.90	5			desconocido
314	absceso	8	13.27	78	0.18	80.44	53.54	7			desconocido
315	parénquima	51	84.61	498	1.17	80.30	341.16	34			desconocido
316	frénico	9	14.93	88	0.21	80.18	60.18	5			desconocido
317	alveolo	20	33.18	196	0.46	79.98	133.64	17			desconocido
318	idiopático	50	82.95	491	1.16	79.80	333.88	28			desconocido
319	nistagmo	12	19.91	118	0.28	79.68	80.10	10			desconocido
320	protruir	6	9.95	59	0.14	79.68	40.05	6			desconocido
321	genómica	54	89.58	533	1.25	79.35	360.02	28			desconocido
322	eosinófilo	27	44.79	267	0.63	79.18	179.90	15			desconocido
323	córnea	113	187.46	1128	2.65	78.36	750.72	18			desconocido
324	biogeoquímico	24	39.81	242	0.57	77.49	158.94	14			desconocido
325	electrofisiológico	10	16.59	101	0.24	77.35	66.19	9			desconocido
326	autosómico	146	242.20	1480	3.48	77.03	965.29	58			desconocido
327	malpighi	14	23.22	142	0.33	76.98	92.55	7			desconocido
328	subdisciplina	31	51.43	315	0.74	76.83	204.80	22			desconocido
329	citológico	12	19.91	122	0.29	76.78	79.27	7			desconocido
330	pulmonar	6	9.95	61	0.14	76.78	39.63	5			desconocido
331	perfusión	40	66.36	408	0.96	76.50	263.95	23			desconocido
332	tóxico	34	56.40	349	0.82	75.97	223.91	10			desconocido
333	reposicionamiento	15	24.88	155	0.36	75.41	98.58	5			desconocido
334	biocompatibl	9	14.93	93	0.22	75.41	59.15	8			desconocido
335	policultivo	9	14.93	93	0.22	75.41	59.15	5	Q2739133		desconocido
336	tafonomía	9	14.93	93	0.22	75.41	59.15	6			desconocido
337	enzimática	23	38.16	238	0.56	75.29	151.08	9			desconocido
338	biorremediación	16	26.54	166	0.39	75.08	105.01	10			desconocido
339	granuloma	16	26.54	166	0.39	75.08	105.01	10			desconocido
340	torácico	182	301.92	1889	4.45	75.04	1194.39	74			desconocido
341	micronutrient	25	41.47	260	0.61	74.88	163.96	9			desconocido
342	inflamación	10	16.59	104	0.24	74.88	65.58	7			desconocido
343	pneumocystis	12	19.91	125	0.29	74.74	78.66	5			desconocido
344	cromosómica	42	69.67	438	1.03	74.65	275.21	15			desconocido
345	tabique	11	18.25	115	0.27	74.44	72.02	6			desconocido
346	eosinofílico	12	19.91	126	0.30	74.09	78.46	8			desconocido
347	atrofia	8	13.27	84	0.20	74.09	52.31	5			desconocido
348	espiración	22	36.50	232	0.55	73.74	143.65	14			desconocido
349	preclínico	22	36.50	233	0.55	73.39	143.46	8			desconocido
350	estertor	14	23.22	149	0.35	72.99	91.15	11			desconocido
351	fumador	31	51.43	330	0.78	72.97	201.81	14			desconocido
352	agroecología	12	19.91	128	0.30	72.81	78.07	8	Q396338	3	generico
353	nebulización	6	9.95	64	0.15	72.81	39.04	5			desconocido
354	baipás	19	31.52	204	0.48	72.29	123.36	7			desconocido
355	embolia	59	97.88	634	1.49	72.22	382.95	16			desconocido
356	complicaciones	8	13.27	86	0.20	72.19	51.92	8			desconocido
357	penetrancia	9	14.93	97	0.23	71.98	58.36	7			desconocido
358	laríngeo	14	23.22	151	0.36	71.93	90.76	11			desconocido
359	mamario	76	126.08	824	1.94	71.51	491.89	15			desconocido
360	intersticial	86	142.67	934	2.20	71.38	556.31	43			desconocido
361	vestibular	11	18.25	120	0.28	71.03	71.05	7			desconocido
362	colirio	12	19.91	131	0.31	70.98	77.50	8			desconocido
363	elastasa	8	13.27	88	0.21	70.38	51.54	5			desconocido
364	bioeléctrico	7	11.61	77	0.18	70.38	45.10	5			desconocido
365	embriología	40	66.36	442	1.04	70.03	257.32	14	Q131683	1	muy_generico
366	congénita	94	155.94	1040	2.45	69.94	604.46	68			desconocido
367	gastroesofágico	13	21.57	144	0.34	69.85	83.56	11			desconocido
368	metafase	12	19.91	133	0.31	69.80	77.12	6			desconocido
369	incisión	163	270.41	1835	4.32	68.62	1042.31	45			desconocido
370	esofágico	30	49.77	338	0.80	68.56	191.79	12			desconocido
371	biomecánico	21	34.84	237	0.56	68.43	134.18	8			desconocido
372	mucoso	12	19.91	136	0.32	68.11	76.57	7			desconocido
373	supinación	6	9.95	68	0.16	68.11	38.28	5			desconocido
374	deleción	61	101.19	693	1.63	67.93	388.92	23			desconocido
