selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
72	presuposición	11	14.41	129	0.30	51.81	64.31	6			desconocido
73	generativo	84	110.07	989	2.33	51.58	490.44	26			desconocido
74	pragmática	13	17.03	154	0.36	51.24	75.74	6			desconocido
75	sociology	64	83.86	769	1.81	50.45	371.01	18			desconocido
76	vygotski	11	14.41	134	0.32	49.70	63.46	5			desconocido
77	myerson	7	9.17	87	0.20	48.63	40.10	5			desconocido
78	preferencias	11	14.41	138	0.32	48.13	62.80	5			desconocido
79	comparatística	14	18.34	176	0.41	48.03	79.87	11			desconocido
80	tzvetan	7	9.17	89	0.21	47.44	39.77	5			desconocido
81	sintáctica	38	49.79	489	1.15	46.82	214.97	21			desconocido
82	prescriptivo	17	22.28	224	0.53	45.64	95.35	11			desconocido
83	transdisciplinario	12	15.72	163	0.38	44.16	66.57	6			desconocido
84	jevons	16	20.97	219	0.52	43.80	88.51	10			desconocido
85	victimización	23	30.14	315	0.74	43.77	127.20	7			desconocido
86	discourse	38	49.79	522	1.23	43.63	209.93	7			desconocido
87	fisiócrata	8	10.48	110	0.26	43.59	44.18	5			desconocido
88	jaldún	20	26.21	276	0.65	43.42	110.30	15			desconocido
89	oligopolio	18	23.59	249	0.59	43.30	99.18	8			desconocido
90	tversky	12	15.72	168	0.40	42.75	65.83	5			desconocido
91	paleoantropología	7	9.17	98	0.23	42.75	38.40	5	Q7206	2	muy_generico
92	keynesián	19	24.90	269	0.63	42.24	103.80	5			desconocido
93	homosexuales	6	7.86	85	0.20	42.21	32.77	5			desconocido
94	morfema	79	103.52	1128	2.65	41.85	430.25	20			desconocido
95	lombroso	12	15.72	172	0.40	41.68	65.26	9			desconocido
96	generativa	7	9.17	101	0.24	41.38	37.98	5			desconocido
97	sociolingüístico	23	30.14	339	0.80	40.45	123.79	12	Q160845	2	muy_generico
98	semántica	37	48.48	546	1.29	40.40	199.05	18			desconocido
99	gramático	20	26.21	299	0.70	39.84	107.07	11			desconocido
100	palatalización	22	28.83	330	0.78	39.70	117.63	5			desconocido
101	islamismo	55	72.07	826	1.94	39.64	293.93	10	Q189746		desconocido
102	kahneman	19	24.90	288	0.68	39.25	101.18	7			desconocido
103	fraseología	11	14.41	168	0.40	38.94	58.41	5	Q1126894	2	muy_generico
104	sociolingüística	21	27.52	323	0.76	38.64	111.22	14			desconocido
105	lexema	23	30.14	356	0.84	38.38	121.52	6			desconocido
106	autista	83	108.76	1297	3.05	38.00	436.93	7			desconocido
107	externalidad	25	32.76	392	0.92	37.86	131.43	13			desconocido
108	pederasta	10	13.10	159	0.37	37.30	52.29	5			desconocido
109	sodomita	12	15.72	192	0.45	37.05	62.60	8			desconocido
110	graw	6	7.86	96	0.23	37.05	31.30	5			desconocido
111	semivocal	12	15.72	193	0.45	36.84	62.48	6			desconocido
112	linguistique	20	26.21	324	0.76	36.56	103.84	8			desconocido
113	output	15	19.66	243	0.57	36.56	77.88	5			desconocido
114	refrán	77	100.90	1249	2.94	36.51	399.58	8			desconocido
115	conductismo	23	30.14	374	0.88	36.42	119.24	13			desconocido
116	coránico	34	44.55	560	1.32	35.92	175.39	9			desconocido
117	phonetics	6	7.86	100	0.24	35.47	30.81	5			desconocido
118	pecaminós	10	13.10	167	0.39	35.40	51.31	7			desconocido
119	positivista	10	13.10	168	0.40	35.17	51.19	5			desconocido
120	cognitivo	448	587.04	7578	17.84	34.92	2287.18	69			desconocido
121	linguistics	112	146.76	1896	4.46	34.89	571.62	29			desconocido
122	subcampo	35	45.86	593	1.40	34.86	178.57	29			desconocido
123	malinowski	23	30.14	390	0.92	34.83	117.31	11			desconocido
124	balbuceo	7	9.17	119	0.28	34.73	35.67	5			desconocido
125	cognitiva	107	140.21	1831	4.31	34.49	543.79	46			desconocido
126	deconstrucción	29	38.00	500	1.18	34.22	146.95	8	Q180348	2	muy_generico
127	funcionalista	30	39.31	520	1.22	34.02	151.69	17			desconocido
128	modelación	12	15.72	208	0.49	34.02	60.68	5			desconocido
129	macroeconómico	70	91.72	1220	2.87	33.83	353.19	29			desconocido
130	polisemia	7	9.17	122	0.29	33.83	35.32	6			desconocido
131	racionalidad	7	9.17	122	0.29	33.83	35.32	5			desconocido
132	lachmann	11	14.41	192	0.45	33.77	55.47	7			desconocido
133	vilfredo	6	7.86	105	0.25	33.68	30.22	5			desconocido
134	simmel	13	17.03	228	0.54	33.60	65.43	8			desconocido
135	schumpeter	21	27.52	370	0.87	33.44	105.50	8			desconocido
136	syntax	19	24.90	340	0.80	32.89	94.86	8			desconocido
137	proudhon	41	53.72	736	1.73	32.78	204.45	7			desconocido
138	semiótico	23	30.14	414	0.97	32.69	114.57	17			desconocido
139	anthropology	53	69.45	958	2.25	32.55	263.56	14			desconocido
140	hermenéutica	17	22.28	308	0.72	32.47	84.46	13			desconocido
141	interdisciplinario	119	155.93	2157	5.08	32.45	591.11	78			desconocido
142	malthus	23	30.14	418	0.98	32.36	114.13	10			desconocido
143	bronislaw	7	9.17	128	0.30	32.15	34.65	5			desconocido
144	fonética	18	23.59	331	0.78	31.96	88.90	13			desconocido
145	racionamiento	47	61.59	889	2.09	31.02	229.48	8	Q843478	2	muy_generico
146	wallerstein	14	18.34	265	0.62	31.00	68.34	6			desconocido
147	filológico	51	66.83	975	2.29	30.67	247.93	17			desconocido
148	pederastia	26	34.07	499	1.17	30.55	126.19	7			desconocido
149	pecaminoso	14	18.34	273	0.64	30.04	67.51	8			desconocido
150	ideográfico	8	10.48	156	0.37	30.04	38.58	5			desconocido
151	economics	191	250.28	3737	8.80	29.93	919.74	44			desconocido
152	boas	30	39.31	592	1.39	29.67	143.95	11			desconocido
153	mímesis	9	11.79	178	0.42	29.60	43.15	7			desconocido
154	sociológico	153	200.48	3028	7.13	29.57	733.29	67			desconocido
155	pasiva	7	9.17	139	0.33	29.47	33.50	5			desconocido
156	fonología	13	17.03	260	0.61	29.25	62.03	11	Q40998	2	muy_generico
157	etnocentrismo	7	9.17	140	0.33	29.25	33.40	6			desconocido
158	cognition	17	22.28	341	0.80	29.16	81.02	9			desconocido
159	conductual	85	111.38	1714	4.03	29.00	404.23	26			desconocido
160	sociological	20	26.21	404	0.95	28.94	95.04	14			desconocido
161	halliday	28	36.69	568	1.34	28.82	132.83	11			desconocido
162	musicología	34	44.55	692	1.63	28.72	161.07	9	Q164204	2	muy_generico
163	myrdal	9	11.79	186	0.44	28.26	42.36	6			desconocido
164	semántico	210	275.17	4351	10.24	28.18	987.43	77	Q39645	2	muy_generico
165	átona	8	10.48	166	0.39	28.14	37.59	5			desconocido
166	afrontamiento	15	19.66	314	0.74	27.88	70.23	7			desconocido
167	sintagma	67	87.79	1411	3.32	27.70	312.88	21			desconocido
168	islamic	44	57.66	933	2.20	27.51	204.88	8			desconocido
169	jons	95	124.48	2015	4.74	27.50	442.30	5			desconocido
170	flexivo	12	15.72	257	0.60	27.22	55.64	8			desconocido
171	anarquismo	167	218.83	3613	8.50	26.93	770.99	10			desconocido
