selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
42	contrastivo	14	18.34	120	0.28	73.40	90.94	8			desconocido
43	macroeconomía	56	73.38	481	1.13	73.23	363.53	15	Q39680	2	muy_generico
44	aullón	25	32.76	215	0.51	73.12	162.23	6			desconocido
45	paliativo	84	110.07	723	1.70	73.05	544.93	7			desconocido
46	walras	28	36.69	242	0.57	72.71	181.40	8			desconocido
47	sinuhé	14	18.34	121	0.28	72.71	90.70	5			desconocido
48	gramaticalización	6	7.86	53	0.12	70.95	38.60	5			desconocido
49	velar	17	22.28	151	0.36	70.50	109.16	5			desconocido
50	dialectología	34	44.55	307	0.72	69.21	217.16	11	Q146893	2	muy_generico
51	geertz	14	18.34	128	0.30	68.25	89.06	10			desconocido
52	oracional	18	23.59	165	0.39	68.05	114.40	8			desconocido
53	articulatorio	21	27.52	193	0.45	67.85	133.36	8			desconocido
54	psicolingüística	12	15.72	113	0.27	66.03	75.60	10			desconocido
55	gerontología	20	26.21	190	0.45	65.38	125.63	6	Q10387	1	muy_generico
56	subcultural	6	7.86	57	0.13	65.38	37.69	6			desconocido
57	homosexuality	31	40.62	306	0.72	62.65	192.26	11			desconocido
58	alofónico	6	7.86	61	0.14	60.63	36.84	6			desconocido
59	alófono	69	90.41	703	1.65	60.48	423.40	12			desconocido
60	diacrónico	26	34.07	267	0.63	59.96	159.12	19			desconocido
61	antropología	589	771.80	6106	14.37	59.33	3593.13	115	Q23404	1	muy_generico
62	cognitive	61	79.93	638	1.50	58.75	371.01	13			desconocido
63	solow	25	32.76	264	0.62	58.13	151.56	7			desconocido
64	sahlins	8	10.48	85	0.20	57.74	48.40	6			desconocido
65	input	26	34.07	285	0.67	55.79	155.62	6			desconocido
66	lexicón	6	7.86	66	0.16	55.57	35.87	5			desconocido
67	integrismo	19	24.90	214	0.50	54.15	112.66	7			desconocido
68	criminológico	13	17.03	151	0.36	52.35	76.26	6			desconocido
69	chomsky	108	141.52	1262	2.97	52.01	632.24	26			desconocido
70	mauss	19	24.90	222	0.52	52.01	111.23	6			desconocido
71	durkheim	48	62.90	562	1.32	51.90	280.80	19			desconocido
