selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
119	microcontrolador	5	10.26	23	0.05	241.89	43.66	5	Q165678		desconocido
120	powerbook	48	98.49	222	0.52	240.23	418.57	14			desconocido
121	pipelín	8	16.42	37	0.09	240.23	69.76	5			desconocido
122	intel	1484	3045.07	6911	16.27	238.12	12917.94	204			desconocido
123	snapdragon	134	274.96	625	1.47	237.66	1165.98	14	Q1193262	2	generico
124	penryn	19	38.99	89	0.21	236.37	165.14	6			desconocido
125	eeprom	32	65.66	150	0.35	236.15	278.09	14			desconocido
126	digitalizadoro	7	14.36	33	0.08	234.45	60.74	5			desconocido
127	mayús	7	14.36	33	0.08	234.45	60.74	5			desconocido
128	simd	42	86.18	199	0.47	232.96	363.98	30			desconocido
129	tóner	28	57.45	134	0.32	230.03	242.03	6			desconocido
130	procesadores	47	96.44	226	0.53	228.65	405.76	30			desconocido
131	asrock	6	12.31	29	0.07	227.17	51.73	5			desconocido
132	zapper	23	47.19	112	0.26	225.04	197.92	9			desconocido
133	centrino	14	28.73	69	0.16	221.66	120.10	8			desconocido
134	micrófonos	17	34.88	84	0.20	220.95	145.73	15			desconocido
135	laserdisc	91	186.73	454	1.07	218.30	778.16	11	Q273309	3	generico
136	coprocesador	6	12.31	30	0.07	217.70	51.28	6	Q859595		desconocido
137	controller	125	256.49	627	1.48	216.84	1067.40	46			desconocido
138	zócalos	21	43.09	108	0.25	210.20	178.16	21			desconocido
139	atmel	20	41.04	103	0.24	209.84	169.62	10			desconocido
140	zilog	77	158.00	398	0.94	208.89	652.40	21			desconocido
141	cisc	22	45.14	114	0.27	208.24	186.28	14			desconocido
142	retroiluminación	32	65.66	166	0.39	207.96	270.87	13			desconocido
143	displayport	36	73.87	187	0.44	207.61	304.63	18			desconocido
144	ipad	5	10.26	26	0.06	207.34	42.30	5	Q25721		desconocido
145	pcmcia	25	51.30	131	0.31	205.38	211.06	10			desconocido
146	compactflash	19	38.99	100	0.24	204.27	160.22	8	Q678615		desconocido
147	broadwell	15	30.78	79	0.19	204.10	126.47	9			desconocido
148	computex	7	14.36	37	0.09	203.19	58.96	6			desconocido
149	physx	19	38.99	103	0.24	196.97	158.99	5			desconocido
150	microarray	25	51.30	136	0.32	196.13	209.00	7			desconocido
151	bioinformática	10	20.52	55	0.13	193.52	83.36	7			desconocido
152	geforce	275	564.28	1525	3.59	191.58	2287.42	26	Q825762		desconocido
153	processors	11	22.57	61	0.14	191.58	91.50	10			desconocido
154	precargar	5	10.26	28	0.07	189.31	41.48	5			desconocido
155	mbits	8	16.42	45	0.11	188.29	66.29	5			desconocido
156	acumulador	10	20.52	58	0.14	181.42	82.20	10	Q420105	3	generico
157	thinkpad	8	16.42	47	0.11	178.63	65.53	6			desconocido
158	impresora	61	125.17	359	0.84	178.25	499.46	16	Q82	2	generico
159	programmable	19	38.99	112	0.26	177.91	155.50	12			desconocido
160	openwrt	12	24.62	71	0.17	177.12	98.12	8			desconocido
161	micrófono	89	182.62	532	1.25	174.95	725.71	18	Q46384	3	generico
162	multiprocesador	14	28.73	84	0.20	174.16	114.04	12			desconocido
