selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
120	enunciación	8	49.61	340	0.80	63.46	50.47	6			desconocido
121	vocálico	33	204.63	1411	3.32	63.07	207.81	9			desconocido
122	silábico	21	130.22	915	2.15	61.86	131.45	11			desconocido
123	consonántico	30	186.02	1309	3.08	61.77	187.70	12			desconocido
124	sintaxis	7	43.41	315	0.74	59.85	43.37	7	Q37437	2	generico
125	conductual	38	235.63	1714	4.03	59.71	235.25	6			desconocido
126	grafema	10	62.01	455	1.07	59.18	61.73	5			desconocido
127	alveolar	10	62.01	461	1.09	58.39	61.47	5			desconocido
128	descriptiva	8	49.61	369	0.87	58.36	49.17	5			desconocido
129	quintiliano	7	43.41	334	0.79	56.38	42.55	5			desconocido
130	oclusivo	18	111.61	865	2.04	55.97	109.17	8			desconocido
131	terapeuta	46	285.24	2214	5.21	55.88	278.84	7			desconocido
132	proverbio	24	148.82	1155	2.72	55.88	145.49	10			desconocido
133	neurociencia	32	198.43	1546	3.64	55.66	193.74	10			desconocido
134	desinencia	7	43.41	348	0.82	54.06	41.98	5			desconocido
135	adverbio	21	130.22	1058	2.49	53.33	125.40	8			desconocido
136	constructo	14	86.81	714	1.68	52.67	83.26	7			desconocido
137	lexicográfico	7	43.41	360	0.85	52.22	41.51	5			desconocido
138	ortográfica	11	68.21	583	1.37	50.65	64.58	9			desconocido
139	modismo	13	80.61	693	1.63	50.35	76.17	8			desconocido
140	paleografía	6	37.20	325	0.76	49.53	34.97	6			desconocido
141	extracción	9	55.81	488	1.15	49.48	52.43	5			desconocido
142	coda	21	130.22	1182	2.78	47.64	120.79	5			desconocido
143	aserción	6	37.20	344	0.81	46.75	34.29	5			desconocido
144	fricativo	18	111.61	1051	2.47	45.89	102.23	6			desconocido
145	computacional	97	601.48	5748	13.53	45.21	548.09	35			desconocido
146	filología	86	533.27	5099	12.00	45.18	485.84	30	Q40634	1	muy_generico
147	bloomfield	16	99.21	950	2.24	45.11	90.34	11			desconocido
148	aspirado	11	68.21	658	1.55	44.77	61.95	5			desconocido
149	genitivo	7	43.41	421	0.99	44.53	39.35	5			desconocido
150	jeroglífico	13	80.61	785	1.85	44.35	72.97	7			desconocido
151	applied	27	167.42	1714	4.03	42.15	148.90	5			desconocido
152	mouton	11	68.21	721	1.70	40.80	59.97	8			desconocido
153	pronombr	36	223.23	2379	5.60	40.46	195.69	15			desconocido
154	retórica	9	55.81	599	1.41	40.17	48.80	8			desconocido
155	perceptivo	9	55.81	603	1.42	39.90	48.68	6			desconocido
156	tónico	10	62.01	673	1.58	39.72	54.00	8			desconocido
157	computational	6	37.20	408	0.96	39.31	32.28	5			desconocido
158	sincronía	9	55.81	617	1.45	38.98	48.27	5			desconocido
159	significado	24	148.82	1688	3.97	37.98	127.52	21			desconocido
160	entonación	16	99.21	1129	2.66	37.86	84.91	6			desconocido
161	psicoterapia	10	62.01	712	1.68	37.52	52.89	8			desconocido
162	multilingüe	9	55.81	652	1.53	36.86	47.30	8			desconocido
163	contextual	12	74.41	875	2.06	36.62	62.91	10			desconocido
164	románica	9	55.81	658	1.55	36.52	47.14	5			desconocido
165	paradigmático	11	68.21	826	1.94	35.55	57.04	8			desconocido
166	ortográfico	18	111.61	1356	3.19	35.43	93.22	11			desconocido
167	participio	12	74.41	912	2.15	35.11	61.94	8			desconocido
168	relativo	9	55.81	690	1.62	34.80	46.30	5			desconocido
169	transitivo	11	68.21	853	2.01	34.41	56.35	6			desconocido
170	criticism	9	55.81	701	1.65	34.25	46.02	8			desconocido
171	comparativo	50	310.04	3934	9.26	33.90	254.70	18			desconocido
172	eslava	22	136.42	1767	4.16	33.20	111.18	8			desconocido
173	referencial	10	62.01	804	1.89	33.17	50.52	8			desconocido
174	hablant	113	700.69	9298	21.88	32.40	565.74	40			desconocido
175	cambridge	15	93.01	1248	2.94	32.04	74.77	9			desconocido
176	fillmore	13	80.61	1087	2.56	31.88	64.68	5			desconocido
177	figurado	11	68.21	923	2.17	31.76	54.65	8			desconocido
178	oración	252	1562.60	21586	50.81	31.11	1241.91	51			desconocido
179	glosario	8	49.61	689	1.62	30.94	39.34	5			desconocido
180	lessing	9	55.81	779	1.83	30.78	44.17	6			desconocido
181	evangelios	19	117.81	1683	3.96	30.07	92.40	5			desconocido
182	morfológico	44	272.83	3956	9.31	29.62	212.70	21			desconocido
183	concordar	8	49.61	724	1.70	29.43	38.57	5			desconocido
184	ambigüedad	34	210.83	3142	7.40	28.81	162.54	19			desconocido
185	filólogo	41	254.23	3821	8.99	28.57	195.34	17			desconocido
186	gruyter	11	68.21	1025	2.41	28.57	52.41	7			desconocido
187	conversacional	7	43.41	654	1.54	28.49	33.32	5			desconocido
188	corchet	7	43.41	654	1.54	28.49	33.32	6			desconocido
189	plural	24	148.82	2255	5.31	28.33	113.96	9			desconocido
190	humanístico	13	80.61	1222	2.88	28.32	61.72	8			desconocido
191	hispánico	48	297.64	4515	10.63	28.30	227.83	10			desconocido
192	sordo	56	347.24	5329	12.54	27.97	264.54	14			desconocido
193	argumentación	16	99.21	1567	3.69	27.17	74.69	6			desconocido
194	pronombre	19	117.81	1861	4.38	27.16	88.69	10			desconocido
195	terapia	22	136.42	2167	5.10	27.01	102.46	7			desconocido
196	etimológico	18	111.61	1791	4.22	26.74	83.48	11			desconocido
197	categorización	10	62.01	998	2.35	26.66	46.32	9			desconocido
198	poética	15	93.01	1532	3.61	26.04	68.81	7			desconocido
199	acento	77	477.46	7967	18.75	25.70	351.27	22			desconocido
200	lenguaje	23	142.62	2380	5.60	25.70	104.92	19			desconocido
201	restrictivo	23	142.62	2407	5.67	25.41	104.42	7			desconocido
202	metodológico	24	148.82	2521	5.93	25.31	108.79	16			desconocido
203	formalismo	11	68.21	1164	2.74	25.13	49.70	9			desconocido
204	croce	15	93.01	1624	3.82	24.55	67.12	6			desconocido
205	verbal	67	415.45	7285	17.15	24.45	299.24	33			desconocido
206	pronunciación	60	372.05	6553	15.42	24.34	267.46	21			desconocido
207	relacional	16	99.21	1757	4.14	24.20	71.15	6			desconocido
208	antropología	55	341.04	6106	14.37	23.94	243.44	14			desconocido
209	explicativo	14	86.81	1557	3.66	23.89	61.92	9			desconocido
210	indoeuropea	11	68.21	1227	2.89	23.82	48.59	5			desconocido
