selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
202	guarino	14	30.96	330	0.78	41.59	76.47	8			desconocido
203	rosetón	65	143.76	1534	3.61	41.54	354.88	26			desconocido
204	piranesi	13	28.75	309	0.73	41.23	70.79	7			desconocido
205	ornamentación	177	391.48	4208	9.90	41.22	963.79	82			desconocido
206	vanbrugh	11	24.33	262	0.62	41.14	59.86	5			desconocido
207	vilnius	40	88.47	955	2.25	41.04	217.47	8			desconocido
208	nervada	9	19.91	216	0.51	40.81	48.84	7			desconocido
209	templet	6	13.27	144	0.34	40.81	32.56	6			desconocido
210	ecléctica	9	19.91	217	0.51	40.62	48.75	8			desconocido
211	neobarroca	7	15.48	169	0.40	40.56	37.90	5			desconocido
212	posmoderno	52	115.01	1261	2.97	40.37	281.09	24			desconocido
213	venturi	31	68.56	752	1.77	40.36	167.55	13			desconocido
214	basilical	36	79.62	878	2.07	40.13	194.19	22			desconocido
215	decán	20	44.23	488	1.15	40.12	107.87	6			desconocido
216	contrafuert	11	24.33	269	0.63	40.02	59.28	9			desconocido
217	crafts	28	61.93	688	1.62	39.82	150.62	13			desconocido
218	vanvitelli	11	24.33	271	0.64	39.71	59.12	5			desconocido
219	abovedado	85	188.00	2096	4.93	39.68	456.65	55			desconocido
220	neoclasicismo	30	66.35	744	1.75	39.44	160.83	17			desconocido
221	gesù	30	66.35	751	1.77	39.06	160.27	11			desconocido
222	mendicante	6	13.27	151	0.36	38.84	31.99	5			desconocido
223	paestum	11	24.33	279	0.66	38.53	58.48	7			desconocido
224	palacet	12	26.54	305	0.72	38.45	63.75	9			desconocido
225	cathedral	91	201.27	2331	5.49	38.14	482.00	33			desconocido
226	conopial	16	35.39	412	0.97	37.93	84.58	11			desconocido
227	albañilería	30	66.35	775	1.82	37.80	158.40	11			desconocido
