selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
180	auditiva	7	43.27	475	1.12	39.27	37.64	6			desconocido
181	ramas	6	37.09	408	0.96	39.18	32.24	6			desconocido
182	narcisismo	8	49.45	545	1.28	39.11	42.96	5			desconocido
183	autista	19	117.44	1297	3.05	39.03	101.95	8			desconocido
184	neural	27	166.89	1846	4.34	38.97	144.80	12			desconocido
185	emocional	214	1322.79	14644	34.47	38.93	1147.27	70			desconocido
186	religious	18	111.26	1233	2.90	38.89	96.46	5			desconocido
187	bipolar	29	179.26	2003	4.71	38.57	154.94	13			desconocido
188	fobia	17	105.08	1194	2.81	37.92	90.27	13			desconocido
189	medicación	20	123.63	1421	3.34	37.48	105.75	12			desconocido
190	depression	7	43.27	498	1.17	37.43	36.99	5			desconocido
191	hiperactividad	9	55.63	645	1.52	37.15	47.43	9			desconocido
192	consecuencias	6	37.09	431	1.01	37.06	31.60	6			desconocido
193	placebo	10	61.81	726	1.71	36.67	52.45	6			desconocido
194	amnesia	18	111.26	1322	3.11	36.24	94.00	7			desconocido
195	anormal	43	265.79	3216	7.57	35.58	223.04	12			desconocido
196	hipnosis	14	86.54	1052	2.48	35.41	72.49	8			desconocido
197	perceptivo	8	49.45	603	1.42	35.30	41.37	6			desconocido
198	padecimiento	17	105.08	1282	3.02	35.28	87.90	10			desconocido
199	somático	17	105.08	1282	3.02	35.28	87.90	14			desconocido
200	terapéutico	81	500.68	6132	14.43	35.14	418.22	37			desconocido
201	psicólogos	19	117.44	1454	3.42	34.76	97.70	10			desconocido
202	fisiólogo	12	74.18	937	2.21	34.06	61.23	10			desconocido
203	cuantitativo	47	290.52	3676	8.65	34.00	239.67	15			desconocido
204	tdah	9	55.63	706	1.66	33.90	45.84	7			desconocido
205	organizacional	24	148.35	1892	4.45	33.73	122.02	6			desconocido
206	fisiológico	43	265.79	3426	8.06	33.37	217.72	25			desconocido
207	irracional	28	173.08	2239	5.27	33.25	141.57	12			desconocido
208	therapy	13	80.36	1068	2.51	32.35	65.05	8			desconocido
209	aprendido	25	154.53	2070	4.87	32.09	124.71	15			desconocido
210	interdisciplinario	26	160.71	2157	5.08	32.03	129.60	23			desconocido
211	sensorial	53	327.61	4422	10.41	31.85	263.59	32			desconocido
212	motivacional	9	55.63	751	1.77	31.84	44.76	9			desconocido
213	paradigma	61	377.06	5096	11.99	31.81	303.22	32			desconocido
214	fundamentación	7	43.27	589	1.39	31.58	34.70	5			desconocido
215	neurología	13	80.36	1094	2.57	31.57	64.44	7			desconocido
